"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
1.040221986E2,-7.240864635E-2,-1.183646202E0,-1.301774025E0
1.040269619E2,-1.029806435E-1,-1.108981609E0,-1.259985924E0
1.040317252E2,-6.348747015E-2,-1.080298901E0,-1.169723511E0
1.040364885E2,1.268008351E-2,-1.028183460E0,-1.105216742E0
1.040412518E2,7.566151023E-2,-9.693775177E-1,-1.090317965E0
1.040460151E2,1.450975835E-1,-9.158253670E-1,-1.134497881E0
1.040507784E2,2.309391499E-1,-8.388581276E-1,-1.096612215E0
1.040555417E2,3.073012829E-1,-7.648468018E-1,-1.010077715E0
1.040603050E2,3.508671522E-1,-6.795024872E-1,-9.918992519E-1
1.040650683E2,3.788866401E-1,-6.187009811E-1,-1.044298410E0
1.040698316E2,3.533112109E-1,-5.082082748E-1,-1.086137295E0
1.040745949E2,3.171438277E-1,-4.196710587E-1,-1.091339827E0
1.040793582E2,2.175009400E-1,-2.740402222E-1,-1.043545723E0
1.040841215E2,1.568171084E-1,-1.619920731E-1,-9.456384182E-1
1.040888848E2,1.059145331E-1,-4.496574402E-3,-8.624820709E-1
1.040936481E2,5.744439363E-2,1.673831940E-1,-8.037536144E-1
1.040984114E2,8.822381496E-3,3.177633286E-1,-6.929349899E-1
1.041031747E2,-1.396760345E-2,4.489850998E-1,-5.252051353E-1
1.041079380E2,-2.567833662E-2,6.038579941E-1,-3.026242256E-1
1.041127013E2,-7.404476404E-3,7.439889908E-1,-8.956766129E-2
1.041174646E2,2.412885427E-2,8.812313080E-1,7.596921921E-2
1.041222279E2,5.467146635E-2,1.003564835E0,2.563405037E-1
1.041269912E2,6.995311379E-2,1.132423401E0,4.421577454E-1
1.041317545E2,9.880128503E-2,1.246293068E0,5.736880302E-1
1.041365178E2,1.055312157E-1,1.335690498E0,6.819872856E-1
1.041412811E2,1.573134363E-1,1.388707161E0,7.718796730E-1
1.041460443E2,2.305572629E-1,1.424625397E0,8.551473618E-1
1.041508077E2,3.017016649E-1,1.460304260E0,9.172954559E-1
1.041555710E2,3.735794425E-1,1.481586456E0,9.317502975E-1
1.041603343E2,4.394223988E-1,1.502930641E0,9.175276756E-1
1.041650976E2,4.995141029E-1,1.505430222E0,8.886022568E-1
1.041698609E2,5.539622307E-1,1.520362854E0,8.685278893E-1
1.041746241E2,5.501493216E-1,1.566971779E0,9.215183258E-1
1.041793875E2,5.429553390E-1,1.597520828E0,1.047250748E0
1.041841508E2,5.297108889E-1,1.621646881E0,1.178566456E0
1.041889141E2,4.697511196E-1,1.613042831E0,1.301160336E0
1.041936774E2,4.061783552E-1,1.624257088E0,1.455805779E0
1.041984407E2,3.271320760E-1,1.671793938E0,1.559235096E0
1.042032039E2,1.943968236E-1,1.731414795E0,1.621685028E0
1.042079673E2,2.448961139E-2,1.817142487E0,1.665301323E0
1.042127305E2,-1.640428305E-1,1.883296013E0,1.724001408E0
1.042174938E2,-3.647767305E-1,1.936861038E0,1.740749359E0
1.042222572E2,-5.284437537E-1,2.013541222E0,1.718209267E0
1.042270204E2,-6.416096091E-1,2.082180023E0,1.622981071E0
1.042317837E2,-7.289631963E-1,2.171524048E0,1.478834152E0
1.042365471E2,-7.503084540E-1,2.241115570E0,1.361852169E0
1.042413103E2,-7.249252796E-1,2.264988899E0,1.343061447E0
1.042460736E2,-6.715905070E-1,2.312804222E0,1.362020493E0
1.042508370E2,-6.015869379E-1,2.358407974E0,1.387363911E0
1.042556002E2,-5.067892671E-1,2.394729614E0,1.423795700E0
1.042603635E2,-4.148234129E-1,2.352434158E0,1.502588749E0
1.042651268E2,-3.126169443E-1,2.269759178E0,1.576246738E0
1.042698901E2,-2.017426491E-1,2.149018288E0,1.592564583E0
1.042746534E2,-1.101100445E-1,1.954325676E0,1.575788498E0
1.042794167E2,-3.501522541E-2,1.716861725E0,1.509217262E0
1.042841800E2,-2.178055048E-2,1.472619057E0,1.421405792E0
1.042889433E2,-3.697389364E-2,1.267250061E0,1.304682732E0
1.042937066E2,-1.286045909E-1,1.077009201E0,1.182515621E0
1.042984699E2,-2.970933318E-1,9.475431442E-1,1.085349083E0
1.043032332E2,-4.758423567E-1,8.335084915E-1,9.697747231E-1
1.043079965E2,-6.557770967E-1,6.727809906E-1,9.025936127E-1
1.043127598E2,-8.110035658E-1,5.012769699E-1,8.693351746E-1
1.043175231E2,-9.516395926E-1,3.523750305E-1,8.222818375E-1
1.043222864E2,-1.070976138E0,2.187547684E-1,8.022842407E-1
1.043270497E2,-1.171982288E0,1.337509155E-1,7.879405022E-1
1.043318130E2,-1.250202417E0,8.041000366E-2,8.010592461E-1
1.043365763E2,-1.294087410E0,4.888439178E-2,7.990822792E-1
1.043413396E2,-1.334829807E0,-2.073478699E-2,7.488379478E-1
1.043461029E2,-1.389188051E0,-7.122230530E-2,6.818380356E-1
1.043508662E2,-1.414034486E0,-1.408796310E-1,5.958085060E-1
1.043556295E2,-1.395116210E0,-2.248802185E-1,5.146126747E-1
1.043603928E2,-1.349288225E0,-2.609548569E-1,4.451427460E-1
1.043651561E2,-1.345955253E0,-2.562284470E-1,3.728141785E-1
1.043699194E2,-1.337183237E0,-1.891088486E-1,3.093056679E-1
1.043746827E2,-1.272611380E0,-1.885852814E-1,2.543439865E-1
1.043794460E2,-1.197367668E0,-1.852645874E-1,2.007989883E-1
1.043842092E2,-1.158849478E0,-2.077426910E-1,1.844096184E-1
1.043889726E2,-1.032425642E0,-2.320575714E-1,1.955623627E-1
1.043937359E2,-9.086561799E-1,-2.653188705E-1,2.580618858E-1
1.043984991E2,-7.777063847E-1,-2.787990570E-1,3.335771561E-1
1.044032625E2,-6.465488076E-1,-3.251152039E-1,3.958826065E-1
1.044080258E2,-5.199062824E-1,-3.493080139E-1,5.215878487E-1
1.044127890E2,-3.786109686E-1,-4.375581741E-1,6.750388145E-1
1.044175524E2,-2.441087365E-1,-5.397987366E-1,8.183984756E-1
1.044223157E2,-1.186349392E-1,-6.562080383E-1,9.067077637E-1
1.044270789E2,4.583960772E-2,-8.013229370E-1,1.005031109E0
1.044318423E2,1.943849027E-1,-9.490814209E-1,1.020692348E0
1.044366055E2,3.246677518E-1,-1.102125645E0,1.009271622E0
1.044413688E2,4.248521328E-1,-1.260596752E0,9.639306068E-1
1.044461321E2,4.902726412E-1,-1.412693024E0,8.252668381E-1
1.044508954E2,5.185706019E-1,-1.560917854E0,6.103196144E-1
1.044556587E2,5.241576433E-1,-1.733906746E0,3.668789864E-1
1.044604220E2,4.924432635E-1,-1.864629745E0,7.803297043E-2
1.044651853E2,4.161370993E-1,-1.969672680E0,-2.518038750E-1
1.044699486E2,3.309122324E-1,-2.072764397E0,-5.799980164E-1
1.044747119E2,2.338823378E-1,-2.149852753E0,-9.045445919E-1
1.044794752E2,1.865268648E-1,-2.210388660E0,-1.166071653E0
1.044842385E2,7.873946428E-2,-2.223216057E0,-1.422254562E0
1.044890018E2,-2.247363329E-2,-2.255168438E0,-1.702058077E0
1.044937651E2,-4.318195581E-2,-2.313306808E0,-1.910056353E0
1.044985284E2,-4.576641321E-2,-2.294760227E0,-2.001105309E0
1.045032917E2,-5.914980173E-2,-2.292891026E0,-2.097133160E0
1.045080550E2,-6.915092468E-2,-2.269599438E0,-2.138082743E0
1.045128183E2,-7.359486818E-2,-2.251315594E0,-2.147712946E0
1.045175816E2,-7.006877661E-2,-2.266842365E0,-2.116229773E0
1.045223449E2,-4.183804989E-2,-2.306635380E0,-2.120028734E0
1.045271082E2,-3.418737650E-2,-2.322911739E0,-2.113536119E0
1.045318715E2,-3.846585751E-3,-2.334853649E0,-2.077538729E0
1.045366348E2,-9.046196938E-4,-2.320933342E0,-2.071839571E0
1.045413980E2,7.031920552E-2,-2.369531155E0,-1.998557329E0
1.045461614E2,1.382334232E-1,-2.327541828E0,-1.943935156E0
1.045509247E2,6.475082040E-2,-2.240509510E0,-1.917390347E0
1.045556879E2,-1.796877384E-2,-2.129872322E0,-1.931036711E0
1.045604512E2,-9.247422218E-3,-2.057646275E0,-1.911015511E0
1.045652146E2,2.661624551E-2,-2.011610985E0,-1.903208494E0
1.045699778E2,8.745723963E-2,-1.946080685E0,-1.908102512E0
1.045747411E2,1.780431271E-1,-1.860926628E0,-1.906895161E0
1.045795044E2,1.551371813E-1,-1.729782581E0,-1.918929577E0
1.045842677E2,1.386165619E-1,-1.609999180E0,-1.918019056E0
1.045890310E2,1.739472747E-1,-1.511143684E0,-1.853955507E0
1.045937943E2,1.868670285E-1,-1.485772610E0,-1.738771677E0
1.045985576E2,2.392904311E-1,-1.395257473E0,-1.627374887E0
1.046033209E2,2.256234884E-1,-1.247071743E0,-1.533663988E0
1.046080842E2,2.221155167E-1,-1.077346802E0,-1.442861557E0
1.046128475E2,1.926129162E-1,-9.652190208E-1,-1.359253645E0
1.046176108E2,1.821498871E-1,-8.559103012E-1,-1.246475458E0
1.046223741E2,1.882395297E-1,-8.140029907E-1,-1.123556376E0
1.046271374E2,2.154261023E-1,-7.677874565E-1,-9.975509644E-1
1.046319007E2,2.133256346E-1,-6.623191833E-1,-8.660581112E-1
1.046366640E2,1.676809341E-1,-5.502748489E-1,-7.815978527E-1
1.046414273E2,1.240696013E-1,-4.126071930E-1,-7.224555016E-1
1.046461905E2,1.138845086E-1,-3.497085571E-1,-6.646974087E-1
1.046509539E2,8.258256316E-2,-2.754545212E-1,-6.680116653E-1
1.046557172E2,4.483887553E-2,-2.281074524E-1,-6.533997059E-1
1.046604804E2,-4.445695877E-2,-1.525583267E-1,-6.497678757E-1
1.046652437E2,-1.136074364E-1,-4.391288757E-2,-6.550297737E-1
1.046700071E2,-2.607573569E-1,9.555530548E-2,-6.790816784E-1
1.046747703E2,-4.239318371E-1,2.731590271E-1,-7.103579044E-1
1.046795336E2,-5.890978575E-1,4.531250000E-1,-6.965627670E-1
1.046842970E2,-6.993600726E-1,6.260223389E-1,-5.998494625E-1
1.046890602E2,-8.149533868E-1,7.871236801E-1,-4.730319977E-1
1.046938235E2,-9.076385498E-1,1.003387451E0,-2.923564911E-1
1.046985868E2,-1.018373013E0,1.219723701E0,-1.462302208E-1
1.047033501E2,-1.030246973E0,1.412160873E0,4.917001724E-2
1.047081134E2,-1.024843812E0,1.592630386E0,2.651963234E-1
1.047128767E2,-1.002112985E0,1.718040466E0,5.020213127E-1
1.047176400E2,-8.714715242E-1,1.812223434E0,8.053164482E-1
1.047224033E2,-7.167272568E-1,1.906077385E0,1.060744762E0
1.047271666E2,-5.663079619E-1,1.963619232E0,1.314117432E0
1.047319299E2,-3.146488369E-1,1.948932648E0,1.544224262E0
1.047366932E2,-2.353802323E-2,1.921669960E0,1.775452614E0
1.047414565E2,2.310910523E-1,1.881707191E0,1.934084415E0
1.047462198E2,4.954223633E-1,1.821810722E0,2.051514626E0
1.047509830E2,7.131252289E-1,1.751522064E0,2.039543629E0
1.047557464E2,8.496094942E-1,1.737850189E0,1.850435972E0
1.047605097E2,8.369426727E-1,1.764185905E0,1.524702549E0
1.047652729E2,7.021891475E-1,1.864199638E0,1.140813589E0
1.047700362E2,3.927212358E-1,1.976064682E0,7.744107246E-1
1.047747996E2,-3.842085600E-3,2.126605988E0,4.958727360E-1
1.047795628E2,-4.315553308E-1,2.318663597E0,2.727901936E-1
1.047843261E2,-8.155408502E-1,2.531054497E0,8.737897873E-2
1.047890894E2,-1.126347423E0,2.728202820E0,-6.255149841E-3
1.047938527E2,-1.310481191E0,2.912663460E0,1.999187469E-2
1.047986160E2,-1.342711091E0,3.027076721E0,1.874375343E-1
1.048033793E2,-1.247310638E0,3.095291138E0,3.886663914E-1
1.048081426E2,-1.052586913E0,3.121857643E0,6.219668388E-1
1.048129059E2,-7.673546076E-1,3.101640701E0,9.648048878E-1
1.048176692E2,-3.904618919E-1,3.029444695E0,1.384779930E0
1.048224325E2,-9.142577648E-3,2.902502060E0,1.794473648E0
1.048271958E2,3.110120296E-1,2.763567924E0,2.189942598E0
1.048319591E2,6.168396473E-1,2.581322670E0,2.426064730E0
1.048367224E2,8.809943199E-1,2.348512650E0,2.520124435E0
1.048414857E2,1.061552882E0,2.115369797E0,2.505819798E0
1.048462489E2,1.106659651E0,1.869977951E0,2.397577286E0
1.048510123E2,1.023689508E0,1.631527901E0,2.236039639E0
1.048557755E2,8.217170835E-1,1.412119865E0,2.061560631E0
1.048605388E2,5.524722338E-1,1.228621483E0,1.871398449E0
1.048653021E2,2.433183789E-1,1.059661865E0,1.650807858E0
1.048700654E2,-8.323037624E-2,9.245023727E-1,1.392243385E0
1.048748287E2,-3.783255517E-1,8.041267395E-1,1.128805637E0
1.048795920E2,-6.501970291E-1,7.129182816E-1,8.865623474E-1
1.048843553E2,-8.904267550E-1,7.009201050E-1,6.608171463E-1
1.048891186E2,-1.020965219E0,6.651391983E-1,5.258026123E-1
1.048938819E2,-1.078384638E0,6.460494995E-1,4.434580803E-1
1.048986452E2,-1.120496035E0,5.932483673E-1,3.758187294E-1
1.049034085E2,-1.040029764E0,5.281019211E-1,2.969074249E-1
1.049081718E2,-9.161494970E-1,4.433937073E-1,2.211585045E-1
1.049129351E2,-6.795657873E-1,3.750028610E-1,1.365871429E-1
1.049176984E2,-4.258585274E-1,2.799692154E-1,5.977249146E-2
1.049224616E2,-1.187846661E-1,1.728048325E-1,-3.582906723E-2
1.049272249E2,2.280198634E-1,8.712100983E-2,-6.675100327E-2
1.049319883E2,5.773739815E-1,-5.821228027E-2,-9.300136566E-2
1.049367515E2,9.475235939E-1,-2.199459076E-1,-1.458201408E-1
1.049415148E2,1.268385887E0,-3.763589859E-1,-2.516992092E-1
1.049462781E2,1.548675179E0,-5.248212814E-1,-3.846836090E-1
1.049510414E2,1.751334190E0,-6.842460632E-1,-5.164251328E-1
1.049558047E2,1.872333527E0,-7.994108200E-1,-6.234872341E-1
1.049605680E2,1.859299898E0,-9.299707413E-1,-6.703495979E-1
1.049653313E2,1.810294986E0,-1.049529076E0,-7.169961929E-1
1.049700946E2,1.655784726E0,-1.181872368E0,-8.186352253E-1
1.049748579E2,1.483813524E0,-1.317326069E0,-9.252016544E-1
1.049796212E2,1.269571185E0,-1.420006752E0,-9.626815319E-1
1.049843845E2,1.050380468E0,-1.475723267E0,-9.739775658E-1
1.049891478E2,8.442639112E-1,-1.527676105E0,-8.991672993E-1
1.049939111E2,6.333607435E-1,-1.566654205E0,-7.998607159E-1
1.049986743E2,4.622808099E-1,-1.554856300E0,-6.752943993E-1
1.050034376E2,2.994185388E-1,-1.595608234E0,-5.699548721E-1
1.050082009E2,1.946251094E-1,-1.646306992E0,-4.972555637E-1
1.050129642E2,1.308884025E-1,-1.652446270E0,-4.061052799E-1
1.050177275E2,1.030879021E-1,-1.719613075E0,-3.388962746E-1
1.050224908E2,8.926445246E-2,-1.754862785E0,-2.926788330E-1
1.050272541E2,9.135663509E-2,-1.765614033E0,-2.767128944E-1
1.050320174E2,6.122678518E-2,-1.768724442E0,-2.430887222E-1
1.050367807E2,4.410272837E-2,-1.761889458E0,-2.754073143E-1
1.050415440E2,5.683499575E-2,-1.780855179E0,-3.642601967E-1
1.050463073E2,8.783119917E-2,-1.794377327E0,-4.811334610E-1
1.050510706E2,1.663834751E-1,-1.830953598E0,-6.214802265E-1
1.050558339E2,2.909223735E-1,-1.840092659E0,-7.808907032E-1
1.050605972E2,3.835207820E-1,-1.871672630E0,-9.861421585E-1
1.050653604E2,5.025042892E-1,-1.887011051E0,-1.209171772E0
1.050701237E2,6.221733689E-1,-1.912023544E0,-1.410006762E0
1.050748871E2,7.143421769E-1,-1.915297508E0,-1.579699039E0
1.050796503E2,8.079881668E-1,-1.934783459E0,-1.737998486E0
1.050844136E2,8.578662872E-1,-1.936861992E0,-1.911472559E0
1.050891769E2,8.952112198E-1,-1.971575737E0,-2.071744919E0
1.050939402E2,8.671808243E-1,-1.967148304E0,-2.159212828E0
1.050987035E2,8.476988077E-1,-1.947546005E0,-2.207419872E0
1.051034668E2,7.885380387E-1,-1.929589748E0,-2.178090572E0
1.051082301E2,7.514389157E-1,-1.896674633E0,-2.116539240E0
1.051129934E2,7.264083624E-1,-1.822720051E0,-2.029655933E0
1.051177567E2,6.629414558E-1,-1.743891239E0,-1.952830076E0
1.051225200E2,6.062909365E-1,-1.686724663E0,-1.914282799E0
1.051272833E2,5.539823174E-1,-1.632271767E0,-1.882524014E0
1.051320465E2,5.441813469E-1,-1.575845718E0,-1.804789305E0
1.051368098E2,5.339162350E-1,-1.512644291E0,-1.714629650E0
1.051415732E2,5.495511293E-1,-1.359028816E0,-1.705260992E0
1.051463364E2,5.050066113E-1,-1.244088650E0,-1.654853582E0
1.051510997E2,4.935859442E-1,-1.141417503E0,-1.549248457E0
1.051558630E2,4.674999714E-1,-1.050981522E0,-1.426782846E0
1.051606263E2,4.530306458E-1,-9.942765236E-1,-1.289863586E0
1.051653896E2,4.500281811E-1,-8.948669434E-1,-1.159880638E0
1.051701529E2,4.154634178E-1,-7.791481018E-1,-1.024763823E0
1.051749162E2,4.089504480E-1,-6.759195328E-1,-8.580605984E-1
1.051796795E2,3.873167038E-1,-5.756492615E-1,-7.290415764E-1
1.051844428E2,4.007583559E-1,-4.520769119E-1,-5.611186028E-1
1.051892061E2,4.158503711E-1,-3.625831604E-1,-3.782310486E-1
1.051939693E2,5.091171265E-1,-2.498235703E-1,-1.683378220E-1
1.051987326E2,5.995995998E-1,-1.210985184E-1,-5.548429489E-2
1.052034960E2,6.592696905E-1,-3.145980835E-2,-4.650735855E-2
1.052082592E2,7.340890765E-1,7.642459869E-2,-7.232189178E-3
1.052130225E2,8.003238440E-1,1.523237228E-1,2.891826630E-2
1.052177858E2,8.603048325E-1,2.489137650E-1,1.000685692E-1
1.052225491E2,8.734558821E-1,3.638706207E-1,1.008577347E-1
1.052273124E2,8.206480742E-1,5.020837784E-1,5.023336411E-2
1.052320757E2,7.449374199E-1,6.517562866E-1,-4.970932007E-2
1.052368390E2,6.603851318E-1,7.938661575E-1,-1.179041862E-1
1.052416023E2,5.927114487E-1,9.524402618E-1,-1.212334633E-1
1.052463655E2,4.649478495E-1,1.063067436E0,-9.356594086E-2
1.052511288E2,3.700677752E-1,1.185645103E0,-4.950141907E-2
1.052558922E2,3.005191982E-1,1.329822540E0,-1.799964905E-2
1.052606554E2,2.466206998E-1,1.478915215E0,4.619693756E-2
1.052654187E2,2.465746105E-1,1.618652344E0,1.381063461E-1
1.052701820E2,2.669412792E-1,1.725190163E0,2.719511986E-1
1.052749453E2,3.341424465E-1,1.817703247E0,4.643864632E-1
1.052797086E2,4.602855444E-1,1.838854790E0,6.675558090E-1
1.052844719E2,5.909050107E-1,1.857990265E0,8.433742523E-1
1.052892352E2,7.264544964E-1,1.910975456E0,1.018170357E0
1.052939985E2,8.481451273E-1,1.954707146E0,1.275711060E0
1.052987617E2,9.158117771E-1,1.950929642E0,1.515624523E0
1.053035251E2,9.901793003E-1,1.954633713E0,1.687902927E0
1.053082884E2,1.004977942E0,1.996726036E0,1.795408726E0
1.053130516E2,9.344381690E-1,2.086453438E0,1.853162289E0
1.053178149E2,7.333085537E-1,2.211544037E0,1.897646904E0
1.053225782E2,4.801364541E-1,2.352710724E0,1.893266678E0
1.053273415E2,2.411796451E-1,2.426273346E0,1.801827908E0
1.053321048E2,1.551154256E-2,2.463548660E0,1.661241055E0
1.053368681E2,-1.884438992E-1,2.483970642E0,1.473259449E0
1.053416314E2,-3.599489629E-1,2.516592979E0,1.263330936E0
1.053463947E2,-4.834495187E-1,2.614277840E0,1.049788475E0
1.053511579E2,-5.476649404E-1,2.715041161E0,9.443497658E-1
1.053559213E2,-6.054275036E-1,2.809447289E0,8.557429314E-1
1.053606846E2,-5.728160143E-1,2.887997627E0,8.603205681E-1
1.053654478E2,-4.875930548E-1,2.922069550E0,9.436182976E-1
1.053702111E2,-3.705032170E-1,2.928324699E0,1.089182854E0
1.053749744E2,-1.992736459E-1,2.906588554E0,1.309449673E0
1.053797377E2,-5.920124054E-2,2.849488258E0,1.530859947E0
1.053845010E2,1.054758430E-1,2.708993912E0,1.737383366E0
1.053892643E2,2.523579001E-1,2.549520493E0,1.888951302E0
1.053940276E2,3.462590575E-1,2.289671898E0,1.978888512E0
1.053987909E2,3.804657459E-1,2.008352280E0,2.029014587E0
1.054035541E2,3.217970133E-1,1.762965202E0,2.017842293E0
1.054083175E2,2.061579525E-1,1.512918472E0,1.957229137E0
1.054130808E2,5.001610518E-2,1.270277023E0,1.875641823E0
1.054178440E2,-1.350119710E-1,1.054389954E0,1.813183308E0
1.054226073E2,-3.184628487E-1,8.438796997E-1,1.743130207E0
1.054273706E2,-4.865071177E-1,6.628131866E-1,1.669829369E0
1.054321339E2,-6.565888524E-1,4.969062805E-1,1.576288700E0
1.054368972E2,-8.099738955E-1,3.604326248E-1,1.484085560E0
1.054416605E2,-9.279419780E-1,2.245721817E-1,1.369500637E0
1.054464238E2,-1.025105000E0,9.868526459E-2,1.266418934E0
1.054511871E2,-1.077823997E0,2.558898926E-2,1.141723633E0
1.054559503E2,-1.141357780E0,-5.233287811E-2,1.014942646E0
1.054607137E2,-1.204099417E0,-1.065187454E-1,9.125647545E-1
1.054654770E2,-1.276015043E0,-1.132364273E-1,8.228182793E-1
1.054702402E2,-1.288210630E0,-1.395444870E-1,7.218985558E-1
1.054750035E2,-1.262418270E0,-1.567325592E-1,5.834765434E-1
1.054797668E2,-1.244170904E0,-2.101097107E-1,4.097452164E-1
1.054845301E2,-1.178294301E0,-2.636508942E-1,2.435121536E-1
1.054892934E2,-1.098147869E0,-3.219423294E-1,8.678579330E-2
1.054940567E2,-9.771658182E-1,-4.086608887E-1,-6.563806534E-2
1.054988200E2,-8.436077237E-1,-4.924364090E-1,-1.568808556E-1
1.055035833E2,-6.970635653E-1,-5.396823883E-1,-2.087314129E-1
1.055083465E2,-5.441951752E-1,-6.362943649E-1,-2.310955524E-1
1.055131099E2,-3.580922484E-1,-7.032880783E-1,-2.025198936E-1
1.055178732E2,-1.619998217E-1,-7.741851807E-1,-1.157398224E-1
1.055226364E2,4.473671317E-2,-8.944807053E-1,-4.939985275E-2
1.055273997E2,2.387470007E-1,-1.033151150E0,2.071332932E-2
1.055321630E2,3.750730157E-1,-1.137769222E0,6.393623352E-2
1.055369263E2,4.778945446E-1,-1.246717453E0,1.092195511E-1
1.055416896E2,5.592527390E-1,-1.391208649E0,1.281886101E-1
1.055464529E2,5.952026844E-1,-1.497227669E0,1.378259659E-1
1.055512162E2,5.926345587E-1,-1.593558311E0,1.238780022E-1
1.055559795E2,5.033380389E-1,-1.646864414E0,9.610128403E-2
1.055607427E2,4.344258308E-1,-1.681239128E0,4.995107651E-2
1.055655060E2,3.041435778E-1,-1.746977806E0,-2.399826050E-2
1.055702693E2,1.862277687E-1,-1.803522587E0,-1.661825180E-1
1.055750326E2,5.645227432E-2,-1.817499638E0,-2.879934311E-1
1.055797959E2,-2.347415686E-2,-1.855919838E0,-4.372365475E-1
1.055845592E2,-1.112485528E-1,-1.870961189E0,-5.900163651E-1
1.055893225E2,-1.712560654E-1,-1.872198105E0,-7.129368782E-1
1.055940858E2,-2.061400414E-1,-1.864364147E0,-8.205401897E-1
1.055988490E2,-2.304911613E-1,-1.842593193E0,-8.748378754E-1
1.056036124E2,-2.276613712E-1,-1.835480213E0,-9.310708046E-1
1.056083757E2,-1.880647540E-1,-1.811917305E0,-9.916641712E-1
1.056131389E2,-1.642104983E-1,-1.752866268E0,-1.037363768E0
1.056179022E2,-1.246544719E-1,-1.751681805E0,-1.082269907E0
1.056226655E2,-7.158797979E-2,-1.760662079E0,-1.104518652E0
1.056274288E2,-6.442791224E-2,-1.791804314E0,-1.137435913E0
1.056321921E2,-5.271261930E-2,-1.833125591E0,-1.176207542E0
1.056369554E2,-4.125118256E-2,-1.829656601E0,-1.173020363E0
1.056417187E2,-2.299815416E-2,-1.841116905E0,-1.199788570E0
1.056464820E2,-6.721562147E-2,-1.821965694E0,-1.249523640E0
1.056512452E2,-4.962879419E-2,-1.827149868E0,-1.312753439E0
1.056560085E2,-3.480362892E-2,-1.818204880E0,-1.334875345E0
1.056607718E2,-1.061111689E-2,-1.821324825E0,-1.359158039E0
1.056655351E2,2.555370331E-2,-1.762281418E0,-1.378649950E0
1.056702984E2,6.440708041E-2,-1.686499596E0,-1.414954185E0
1.056750617E2,7.272714376E-2,-1.596342087E0,-1.425103188E0
1.056798250E2,6.735527515E-2,-1.530097485E0,-1.413834095E0
1.056845883E2,5.557769537E-2,-1.504511833E0,-1.421703577E0
1.056893515E2,4.937547445E-2,-1.459780216E0,-1.429581165E0
1.056941148E2,3.675359488E-2,-1.434202194E0,-1.415890217E0
1.056988782E2,-6.241947412E-3,-1.384725571E0,-1.426098585E0
1.057036414E2,-2.491021156E-2,-1.311425686E0,-1.426656723E0
1.057084047E2,-4.100418091E-2,-1.264496803E0,-1.398526669E0
1.057131680E2,-5.001118779E-2,-1.260614872E0,-1.337035418E0
1.057179313E2,-4.268163443E-2,-1.218492508E0,-1.273282528E0
1.057226946E2,-8.122077584E-2,-1.140644073E0,-1.231017828E0
1.057274578E2,-1.439360976E-1,-1.084494114E0,-1.195812941E0
1.057322212E2,-1.114305556E-1,-1.009504795E0,-1.105301857E0
1.057369845E2,-1.418398321E-1,-9.015431404E-1,-9.329218864E-1
1.057417477E2,-1.538800597E-1,-8.158020973E-1,-7.907166481E-1
1.057465110E2,-2.023397684E-1,-7.595329285E-1,-7.333624363E-1
1.057512743E2,-2.319186926E-1,-7.063989639E-1,-7.272741795E-1
1.057560376E2,-2.163388133E-1,-6.611461639E-1,-6.672847271E-1
1.057608009E2,-2.298420966E-1,-5.568256378E-1,-6.036922932E-1
1.057655641E2,-3.346156478E-1,-4.556064606E-1,-5.461349487E-1
1.057703275E2,-4.254935980E-1,-3.741512299E-1,-4.995083809E-1
1.057750908E2,-4.999889433E-1,-2.287435532E-1,-4.758193493E-1
1.057798540E2,-5.867136717E-1,-6.951904297E-2,-4.681136608E-1
1.057846173E2,-7.071041465E-1,1.538372040E-1,-4.790525436E-1
1.057893806E2,-8.276004791E-1,3.506498337E-1,-4.827771187E-1
1.057941439E2,-8.145281076E-1,5.379009247E-1,-4.248056412E-1
1.057989072E2,-8.213099241E-1,7.802734375E-1,-3.199024200E-1
1.058036705E2,-8.431442380E-1,1.049160004E0,-2.449030876E-1
1.058084338E2,-7.914313078E-1,1.237176895E0,-1.571676731E-1
1.058131971E2,-6.445618868E-1,1.413857460E0,-2.017498016E-3
1.058179603E2,-4.595814347E-1,1.600709915E0,2.181191444E-1
1.058227236E2,-2.720342577E-1,1.766530037E0,4.699802399E-1
1.058274869E2,-7.897931337E-2,1.896763802E0,7.540917397E-1
1.058322502E2,1.536595523E-1,1.979214668E0,1.063904762E0
1.058370135E2,3.472972810E-1,2.006441116E0,1.400128841E0
1.058417768E2,5.142953992E-1,1.990154266E0,1.710851669E0
1.058465401E2,6.715344191E-1,1.956476212E0,1.972699165E0
1.058513034E2,8.646273017E-1,1.919528008E0,2.179118156E0
1.058560666E2,1.022190452E0,1.793201447E0,2.325624466E0
1.058608299E2,1.065494061E0,1.718472481E0,2.333769321E0
1.058655932E2,1.002105951E0,1.676075935E0,2.199209690E0
1.058703565E2,7.365831137E-1,1.713796616E0,1.893456697E0
1.058751198E2,3.524629176E-1,1.728953362E0,1.523925304E0
1.058798831E2,-4.097491503E-2,1.779343605E0,1.161475658E0
1.058846464E2,-4.569131136E-1,1.800971031E0,7.903869152E-1
1.058894097E2,-7.774500847E-1,1.787319183E0,4.903528690E-1
1.058941729E2,-1.016190290E0,1.779588699E0,2.980775833E-1
1.058989362E2,-1.184189439E0,1.833163261E0,1.643760204E-1
